origen,destino,personas,tipo,nivel
070104,010401,4,nacimiento,municipio
070104,010402,3,nacimiento,municipio
070104,010403,11,nacimiento,municipio
070104,010404,2,nacimiento,municipio
070104,010405,3,nacimiento,municipio
070104,010501,15,nacimiento,municipio
070104,010502,2,nacimiento,municipio
070104,010601,1,nacimiento,municipio
070104,010602,10,nacimiento,municipio
070104,010702,3,nacimiento,municipio
070104,010704,1,nacimiento,municipio
070104,010801,12,nacimiento,municipio
070104,010902,1,nacimiento,municipio
070104,011001,11,nacimiento,municipio
070104,011002,1,nacimiento,municipio
070104,011003,3,nacimiento,municipio
070104,020101,15,nacimiento,municipio
070104,020105,37,nacimiento,municipio
070104,020201,3,nacimiento,municipio
070104,020206,1,nacimiento,municipio
070104,020306,12,nacimiento,municipio
070104,020405,1,nacimiento,municipio
070104,020607,4,nacimiento,municipio
070104,020608,2,nacimiento,municipio
070104,020701,1,nacimiento,municipio
070104,020801,3,nacimiento,municipio
070104,021001,1,nacimiento,municipio
070104,021003,1,nacimiento,municipio
070104,021102,3,nacimiento,municipio
070104,021105,3,nacimiento,municipio
070104,021201,1,nacimiento,municipio
070104,021202,1,nacimiento,municipio
070104,021301,1,nacimiento,municipio
070104,021304,4,nacimiento,municipio
070104,021305,1,nacimiento,municipio
070104,021401,4,nacimiento,municipio
070104,021501,2,nacimiento,municipio
070104,022001,2,nacimiento,municipio
070104,022002,2,nacimiento,municipio
070104,030101,57,nacimiento,municipio
070104,030201,9,nacimiento,municipio
070104,030202,9,nacimiento,municipio
070104,030203,1,nacimiento,municipio
070104,030401,2,nacimiento,municipio
070104,030403,4,nacimiento,municipio
070104,030501,1,nacimiento,municipio
070104,030502,3,nacimiento,municipio
070104,030801,1,nacimiento,municipio
070104,030802,2,nacimiento,municipio
070104,030803,3,nacimiento,municipio
070104,030901,17,nacimiento,municipio
070104,030902,5,nacimiento,municipio
070104,030903,6,nacimiento,municipio
070104,030904,18,nacimiento,municipio
070104,030905,4,nacimiento,municipio
070104,031001,36,nacimiento,municipio
070104,031002,2,nacimiento,municipio
070104,031003,32,nacimiento,municipio
070104,031101,1,nacimiento,municipio
070104,031201,4,nacimiento,municipio
070104,031202,8,nacimiento,municipio
070104,031203,1,nacimiento,municipio
070104,031204,8,nacimiento,municipio
070104,031205,13,nacimiento,municipio
070104,031206,41,nacimiento,municipio
070104,031301,4,nacimiento,municipio
070104,031401,7,nacimiento,municipio
070104,031403,1,nacimiento,municipio
070104,031602,5,nacimiento,municipio
070104,040101,16,nacimiento,municipio
070104,040201,1,nacimiento,municipio
070104,040302,1,nacimiento,municipio
070104,040504,2,nacimiento,municipio
070104,040801,2,nacimiento,municipio
070104,040901,1,nacimiento,municipio
070104,041101,1,nacimiento,municipio
070104,041202,1,nacimiento,municipio
070104,041401,2,nacimiento,municipio
070104,050101,17,nacimiento,municipio
070104,050201,1,nacimiento,municipio
070104,050202,1,nacimiento,municipio
070104,050203,1,nacimiento,municipio
070104,050204,3,nacimiento,municipio
070104,050301,8,nacimiento,municipio
070104,050303,1,nacimiento,municipio
070104,050401,1,nacimiento,municipio
070104,050402,2,nacimiento,municipio
070104,050403,5,nacimiento,municipio
070104,050404,4,nacimiento,municipio
070104,050601,4,nacimiento,municipio
070104,050602,2,nacimiento,municipio
070104,050701,1,nacimiento,municipio
070104,050801,3,nacimiento,municipio
070104,051101,4,nacimiento,municipio
070104,051103,5,nacimiento,municipio
070104,051202,1,nacimiento,municipio
070104,051204,1,nacimiento,municipio
070104,051302,2,nacimiento,municipio
070104,051401,1,nacimiento,municipio
070104,051501,1,nacimiento,municipio
070104,051601,2,nacimiento,municipio
070104,060101,14,nacimiento,municipio
070104,060202,3,nacimiento,municipio
070104,060301,42,nacimiento,municipio
070104,060302,2,nacimiento,municipio
070104,060303,15,nacimiento,municipio
070104,060501,2,nacimiento,municipio
070104,060601,4,nacimiento,municipio
070104,070101,1052,nacimiento,municipio
070104,070102,174,nacimiento,municipio
070104,070103,185,nacimiento,municipio
070104,070104,44376,nacimiento,municipio
070104,070105,476,nacimiento,municipio
070104,070201,314,nacimiento,municipio
070104,070202,10,nacimiento,municipio
070104,070301,32,nacimiento,municipio
070104,070302,9,nacimiento,municipio
070104,070303,13,nacimiento,municipio
070104,070401,10,nacimiento,municipio
070104,070402,11,nacimiento,municipio
070104,070403,48,nacimiento,municipio
070104,070404,9,nacimiento,municipio
070104,070501,68,nacimiento,municipio
070104,070502,186,nacimiento,municipio
070104,070503,9,nacimiento,municipio
070104,070601,13,nacimiento,municipio
070104,070602,19,nacimiento,municipio
070104,070603,7,nacimiento,municipio
070104,070701,6,nacimiento,municipio
070104,070702,60,nacimiento,municipio
070104,070703,273,nacimiento,municipio
070104,070704,1,nacimiento,municipio
070104,070705,15,nacimiento,municipio
070104,070706,19,nacimiento,municipio
070104,070707,4,nacimiento,municipio
070104,070801,17,nacimiento,municipio
070104,070802,7,nacimiento,municipio
070104,070803,1,nacimiento,municipio
070104,070804,4,nacimiento,municipio
070104,070805,6,nacimiento,municipio
070104,070901,38,nacimiento,municipio
070104,070902,23,nacimiento,municipio
070104,070903,44,nacimiento,municipio
070104,070904,13,nacimiento,municipio
070104,071001,48,nacimiento,municipio
070104,071002,7,nacimiento,municipio
070104,071003,11,nacimiento,municipio
070104,071004,15,nacimiento,municipio
070104,071005,15,nacimiento,municipio
070104,071101,22,nacimiento,municipio
070104,071102,9,nacimiento,municipio
070104,071103,49,nacimiento,municipio
070104,071104,3,nacimiento,municipio
070104,071105,1,nacimiento,municipio
070104,071106,63,nacimiento,municipio
070104,071201,2,nacimiento,municipio
070104,071301,21,nacimiento,municipio
070104,071302,10,nacimiento,municipio
070104,071401,20,nacimiento,municipio
070104,071402,9,nacimiento,municipio
070104,071403,11,nacimiento,municipio
070104,071501,27,nacimiento,municipio
070104,071502,1,nacimiento,municipio
070104,071503,20,nacimiento,municipio
070104,080101,11,nacimiento,municipio
070104,080102,2,nacimiento,municipio
070104,080201,3,nacimiento,municipio
070104,080202,3,nacimiento,municipio
070104,080301,7,nacimiento,municipio
070104,080302,3,nacimiento,municipio
070104,080304,2,nacimiento,municipio
070104,080401,1,nacimiento,municipio
070104,080402,1,nacimiento,municipio
070104,080501,3,nacimiento,municipio
070104,080602,10,nacimiento,municipio
070104,080802,1,nacimiento,municipio
070104,080803,1,nacimiento,municipio
070104,080901,3,nacimiento,municipio
070104,090101,1,nacimiento,municipio
070104,090301,1,nacimiento,municipio
070104,090302,4,nacimiento,municipio
070104,090401,1,nacimiento,municipio
070104,090503,1,nacimiento,municipio
070105,010101,46,nacimiento,municipio
070105,010102,4,nacimiento,municipio
070105,010103,3,nacimiento,municipio
070105,010301,10,nacimiento,municipio
070105,010302,5,nacimiento,municipio
070105,010303,4,nacimiento,municipio
070105,010304,2,nacimiento,municipio
070105,010401,8,nacimiento,municipio
070105,010402,1,nacimiento,municipio
070105,010403,2,nacimiento,municipio
070105,010405,1,nacimiento,municipio
070105,010501,8,nacimiento,municipio
070105,010502,4,nacimiento,municipio
070105,010601,3,nacimiento,municipio
070105,010602,7,nacimiento,municipio
070105,010702,3,nacimiento,municipio
070105,010703,2,nacimiento,municipio
070105,010704,3,nacimiento,municipio
070105,010801,26,nacimiento,municipio
070105,010902,1,nacimiento,municipio
070105,011001,10,nacimiento,municipio
070105,011003,1,nacimiento,municipio
070105,020101,9,nacimiento,municipio
070105,020105,14,nacimiento,municipio
070105,020302,1,nacimiento,municipio
070105,020304,1,nacimiento,municipio
070105,020601,1,nacimiento,municipio
070105,020602,3,nacimiento,municipio
070105,020603,1,nacimiento,municipio
070105,020606,1,nacimiento,municipio
070105,020607,1,nacimiento,municipio
070105,020701,1,nacimiento,municipio
070105,020801,2,nacimiento,municipio
070105,021002,1,nacimiento,municipio
070105,021003,3,nacimiento,municipio
070105,021101,3,nacimiento,municipio
070105,021102,2,nacimiento,municipio
070105,021105,5,nacimiento,municipio
070105,021202,1,nacimiento,municipio
070105,021304,3,nacimiento,municipio
070105,021401,1,nacimiento,municipio
070105,021402,2,nacimiento,municipio
070105,021601,2,nacimiento,municipio
070105,022001,3,nacimiento,municipio
070105,022002,2,nacimiento,municipio
070105,030101,48,nacimiento,municipio
070105,030201,9,nacimiento,municipio
070105,030202,10,nacimiento,municipio
070105,030203,17,nacimiento,municipio
070105,030303,1,nacimiento,municipio
070105,030401,1,nacimiento,municipio
070105,030403,3,nacimiento,municipio
070105,030501,2,nacimiento,municipio
070105,030502,2,nacimiento,municipio
070105,030702,1,nacimiento,municipio
070105,030801,5,nacimiento,municipio
070105,030803,2,nacimiento,municipio
070105,030901,17,nacimiento,municipio
070105,030902,9,nacimiento,municipio
070105,030903,6,nacimiento,municipio
070105,030904,3,nacimiento,municipio
070105,030905,2,nacimiento,municipio
070105,031001,28,nacimiento,municipio
070105,031003,33,nacimiento,municipio
070105,031201,9,nacimiento,municipio
070105,031202,39,nacimiento,municipio
070105,031203,7,nacimiento,municipio
070105,031204,15,nacimiento,municipio
070105,031205,17,nacimiento,municipio
070105,031206,35,nacimiento,municipio
070105,031301,10,nacimiento,municipio
070105,031401,5,nacimiento,municipio
070105,031402,6,nacimiento,municipio
070105,031403,1,nacimiento,municipio
070105,031602,10,nacimiento,municipio
070105,040101,8,nacimiento,municipio
070105,040201,3,nacimiento,municipio
070105,040601,1,nacimiento,municipio
070105,040701,1,nacimiento,municipio
070105,040801,2,nacimiento,municipio
070105,040901,2,nacimiento,municipio
070105,050101,31,nacimiento,municipio
070105,050102,1,nacimiento,municipio
070105,050103,4,nacimiento,municipio
070105,050201,1,nacimiento,municipio
070105,050203,1,nacimiento,municipio
070105,050301,3,nacimiento,municipio
070105,050302,2,nacimiento,municipio
070105,050502,1,nacimiento,municipio
070105,050601,11,nacimiento,municipio
070105,050701,1,nacimiento,municipio
070105,050801,5,nacimiento,municipio
070105,050901,1,nacimiento,municipio
070105,051102,2,nacimiento,municipio
070105,051103,1,nacimiento,municipio
070105,051201,8,nacimiento,municipio
070105,051203,4,nacimiento,municipio
070105,060101,36,nacimiento,municipio
070105,060201,3,nacimiento,municipio
070105,060202,10,nacimiento,municipio
070105,060301,44,nacimiento,municipio
070105,060302,7,nacimiento,municipio
070105,060303,16,nacimiento,municipio
070105,060401,2,nacimiento,municipio
070105,060501,2,nacimiento,municipio
070105,060601,2,nacimiento,municipio
070105,070101,1521,nacimiento,municipio
070105,070102,193,nacimiento,municipio
070105,070103,119,nacimiento,municipio
070105,070104,1620,nacimiento,municipio
070105,070105,27294,nacimiento,municipio
070105,070201,295,nacimiento,municipio
070105,070202,14,nacimiento,municipio
070105,070301,58,nacimiento,municipio
070105,070302,43,nacimiento,municipio
070105,070303,56,nacimiento,municipio
070105,070401,26,nacimiento,municipio
070105,070402,25,nacimiento,municipio
070105,070403,99,nacimiento,municipio
070105,070404,10,nacimiento,municipio
070105,070501,294,nacimiento,municipio
070105,070502,100,nacimiento,municipio
070105,070503,14,nacimiento,municipio
070105,070601,20,nacimiento,municipio
070105,070602,16,nacimiento,municipio
070105,070603,9,nacimiento,municipio
070105,070701,4,nacimiento,municipio
070105,070702,24,nacimiento,municipio
070105,070703,208,nacimiento,municipio
070105,070704,2,nacimiento,municipio
070105,070705,18,nacimiento,municipio
070105,070706,22,nacimiento,municipio
070105,070801,55,nacimiento,municipio
070105,070802,7,nacimiento,municipio
070105,070803,12,nacimiento,municipio
070105,070804,10,nacimiento,municipio
070105,070805,2,nacimiento,municipio
070105,070901,188,nacimiento,municipio
070105,070902,51,nacimiento,municipio
070105,070903,103,nacimiento,municipio
070105,070904,31,nacimiento,municipio
070105,071001,90,nacimiento,municipio
070105,071002,14,nacimiento,municipio
070105,071003,22,nacimiento,municipio
070105,071004,20,nacimiento,municipio
070105,071005,23,nacimiento,municipio
070105,071101,144,nacimiento,municipio
070105,071102,7,nacimiento,municipio
070105,071103,89,nacimiento,municipio
070105,071105,13,nacimiento,municipio
070105,071106,74,nacimiento,municipio
070105,071201,7,nacimiento,municipio
070105,071301,57,nacimiento,municipio
070105,071302,21,nacimiento,municipio
070105,071401,17,nacimiento,municipio
070105,071402,20,nacimiento,municipio
070105,071403,13,nacimiento,municipio
070105,071501,64,nacimiento,municipio
070105,071502,3,nacimiento,municipio
070105,071503,60,nacimiento,municipio
070105,080101,25,nacimiento,municipio
070105,080102,4,nacimiento,municipio
070105,080201,8,nacimiento,municipio
070105,080202,2,nacimiento,municipio
070105,080301,2,nacimiento,municipio
070105,080302,1,nacimiento,municipio
070105,080401,2,nacimiento,municipio
070105,080602,24,nacimiento,municipio
070105,080701,1,nacimiento,municipio
070105,080801,2,nacimiento,municipio
070105,080802,7,nacimiento,municipio
070105,080803,2,nacimiento,municipio
070105,090101,4,nacimiento,municipio
070105,090103,1,nacimiento,municipio
070105,090302,2,nacimiento,municipio
070199,070101,18867,nacimiento,provincia
070199,070102,6054,nacimiento,provincia
070199,070103,1262,nacimiento,provincia
070199,070104,10097,nacimiento,provincia
070199,070105,839,nacimiento,provincia
070199,070201,17274,nacimiento,provincia
070199,070502,3648,nacimiento,provincia
070199,070603,495,nacimiento,provincia
070199,071001,2502,nacimiento,provincia
070201,010101,122,nacimiento,municipio
070201,010102,7,nacimiento,municipio
070201,010103,6,nacimiento,municipio
070201,010201,1,nacimiento,municipio
070201,010202,1,nacimiento,municipio
070201,010301,2,nacimiento,municipio
070201,010302,6,nacimiento,municipio
070201,010303,4,nacimiento,municipio
070201,010304,1,nacimiento,municipio
070201,010401,3,nacimiento,municipio
070201,010402,4,nacimiento,municipio
070201,010403,7,nacimiento,municipio
070201,010404,1,nacimiento,municipio
070201,010405,1,nacimiento,municipio
070201,010501,10,nacimiento,municipio
070201,010502,6,nacimiento,municipio
070201,010601,2,nacimiento,municipio
070201,010602,5,nacimiento,municipio
070201,010701,13,nacimiento,municipio
070201,010702,4,nacimiento,municipio
070201,010703,7,nacimiento,municipio
070201,010704,22,nacimiento,municipio
070201,010801,1,nacimiento,municipio
070201,010901,2,nacimiento,municipio
070201,010902,20,nacimiento,municipio
070201,010903,1,nacimiento,municipio
070201,011001,8,nacimiento,municipio
070201,011002,1,nacimiento,municipio
070201,011003,9,nacimiento,municipio
070201,020101,80,nacimiento,municipio
070201,020102,1,nacimiento,municipio
070201,020103,3,nacimiento,municipio
070201,020104,4,nacimiento,municipio
070201,020105,93,nacimiento,municipio
070201,020201,4,nacimiento,municipio
070201,020301,1,nacimiento,municipio
070201,020306,20,nacimiento,municipio
070201,020401,1,nacimiento,municipio
070201,020601,2,nacimiento,municipio
070201,020602,4,nacimiento,municipio
070201,020603,4,nacimiento,municipio
070201,020606,1,nacimiento,municipio
070201,020607,18,nacimiento,municipio
070201,020608,6,nacimiento,municipio
070201,020701,2,nacimiento,municipio
070201,020801,17,nacimiento,municipio
070201,020804,1,nacimiento,municipio
070201,020806,1,nacimiento,municipio
070201,020903,2,nacimiento,municipio
070201,020905,2,nacimiento,municipio
070201,021001,7,nacimiento,municipio
070201,021002,2,nacimiento,municipio
070201,021003,4,nacimiento,municipio
070201,021004,1,nacimiento,municipio
070201,021005,1,nacimiento,municipio
070201,021006,2,nacimiento,municipio
070201,021101,8,nacimiento,municipio
070201,021102,5,nacimiento,municipio
070201,021104,7,nacimiento,municipio
070201,021105,12,nacimiento,municipio
070201,021201,3,nacimiento,municipio
070201,021202,2,nacimiento,municipio
070201,021203,1,nacimiento,municipio
070201,021301,3,nacimiento,municipio
070201,021304,1,nacimiento,municipio
070201,021305,3,nacimiento,municipio
070201,021306,2,nacimiento,municipio
070201,021402,9,nacimiento,municipio
070201,021501,7,nacimiento,municipio
070201,021502,2,nacimiento,municipio
070201,021601,1,nacimiento,municipio
070201,021801,1,nacimiento,municipio
070201,021803,1,nacimiento,municipio
070201,022001,10,nacimiento,municipio
070201,022002,3,nacimiento,municipio
070201,030101,198,nacimiento,municipio
070201,030201,12,nacimiento,municipio
070201,030202,2,nacimiento,municipio
070201,030203,3,nacimiento,municipio
070201,030301,2,nacimiento,municipio
070201,030302,2,nacimiento,municipio
070201,030303,6,nacimiento,municipio
070201,030401,4,nacimiento,municipio
070201,030403,11,nacimiento,municipio
070201,030501,3,nacimiento,municipio
070201,030602,3,nacimiento,municipio
070201,030701,8,nacimiento,municipio
070201,030702,5,nacimiento,municipio
070201,030703,1,nacimiento,municipio
070201,030801,4,nacimiento,municipio
070201,030802,1,nacimiento,municipio
070201,030803,3,nacimiento,municipio
070201,030901,80,nacimiento,municipio
070201,030902,22,nacimiento,municipio
070201,030903,31,nacimiento,municipio
070201,030904,34,nacimiento,municipio
070201,030905,37,nacimiento,municipio
070201,031001,116,nacimiento,municipio
070201,031002,4,nacimiento,municipio
070201,031003,70,nacimiento,municipio
070201,031101,3,nacimiento,municipio
070201,031201,5,nacimiento,municipio
070201,031202,6,nacimiento,municipio
070201,031203,1,nacimiento,municipio
070201,031204,23,nacimiento,municipio
070201,031205,51,nacimiento,municipio
070201,031206,69,nacimiento,municipio
070201,031301,11,nacimiento,municipio
070201,031302,1,nacimiento,municipio
070201,031401,8,nacimiento,municipio
070201,031402,3,nacimiento,municipio
070201,031403,1,nacimiento,municipio
070201,031405,6,nacimiento,municipio
070201,031501,1,nacimiento,municipio
070201,031601,1,nacimiento,municipio
070201,031602,29,nacimiento,municipio
070201,040101,62,nacimiento,municipio
070201,040102,1,nacimiento,municipio
070201,040103,2,nacimiento,municipio
070201,040104,2,nacimiento,municipio
070201,040201,17,nacimiento,municipio
070201,040301,2,nacimiento,municipio
070201,040402,1,nacimiento,municipio
070201,040501,2,nacimiento,municipio
070201,040502,1,nacimiento,municipio
070201,040503,2,nacimiento,municipio
070201,040603,1,nacimiento,municipio
070201,040701,3,nacimiento,municipio
070201,040702,1,nacimiento,municipio
070201,040801,10,nacimiento,municipio
070201,040901,3,nacimiento,municipio
070201,041301,1,nacimiento,municipio
070201,041401,2,nacimiento,municipio
070201,041601,2,nacimiento,municipio
070201,050101,58,nacimiento,municipio
070201,050102,1,nacimiento,municipio
070201,050103,8,nacimiento,municipio
070201,050104,1,nacimiento,municipio
070201,050201,3,nacimiento,municipio
070201,050203,8,nacimiento,municipio
070201,050204,2,nacimiento,municipio
070201,050301,21,nacimiento,municipio
070201,050302,4,nacimiento,municipio
070201,050303,4,nacimiento,municipio
070201,050401,2,nacimiento,municipio
070201,050402,4,nacimiento,municipio
070201,050403,12,nacimiento,municipio
070201,050405,1,nacimiento,municipio
070201,050501,1,nacimiento,municipio
070201,050502,2,nacimiento,municipio
070201,050601,14,nacimiento,municipio
070201,050602,2,nacimiento,municipio
070201,050801,32,nacimiento,municipio
070201,050901,4,nacimiento,municipio
070201,050902,1,nacimiento,municipio
070201,051003,1,nacimiento,municipio
070201,051101,8,nacimiento,municipio
070201,051102,2,nacimiento,municipio
070201,051201,15,nacimiento,municipio
070201,051202,3,nacimiento,municipio
070201,051203,5,nacimiento,municipio
070201,051204,6,nacimiento,municipio
070201,051401,3,nacimiento,municipio
070201,051501,44,nacimiento,municipio
070201,060101,95,nacimiento,municipio
070201,060201,6,nacimiento,municipio
070201,060202,22,nacimiento,municipio
070201,060301,80,nacimiento,municipio
070201,060302,8,nacimiento,municipio
070201,060303,31,nacimiento,municipio
070201,060401,3,nacimiento,municipio
070201,060402,5,nacimiento,municipio
070201,060501,16,nacimiento,municipio
070201,060502,1,nacimiento,municipio
070201,060601,1,nacimiento,municipio
070201,070101,3592,nacimiento,municipio
070201,070102,526,nacimiento,municipio
070201,070103,100,nacimiento,municipio
070201,070104,386,nacimiento,municipio
070201,070105,124,nacimiento,municipio
070201,070201,48527,nacimiento,municipio
070201,070202,316,nacimiento,municipio
070201,070301,108,nacimiento,municipio
070201,070302,29,nacimiento,municipio
070201,070303,22,nacimiento,municipio
070201,070401,87,nacimiento,municipio
070201,070402,67,nacimiento,municipio
070201,070403,143,nacimiento,municipio
070201,070404,47,nacimiento,municipio
070201,070501,115,nacimiento,municipio
070201,070502,166,nacimiento,municipio
070201,070503,19,nacimiento,municipio
070201,070601,122,nacimiento,municipio
070201,070602,144,nacimiento,municipio
070201,070603,466,nacimiento,municipio
070201,070701,22,nacimiento,municipio
070201,070702,37,nacimiento,municipio
070201,070703,88,nacimiento,municipio
070201,070704,4,nacimiento,municipio
070201,070705,35,nacimiento,municipio
070201,070706,27,nacimiento,municipio
070201,070707,2,nacimiento,municipio
070201,070801,10,nacimiento,municipio
070201,070802,2,nacimiento,municipio
070201,070803,5,nacimiento,municipio
070201,070805,1,nacimiento,municipio
070201,070901,12,nacimiento,municipio
070201,070902,13,nacimiento,municipio
070201,070903,12,nacimiento,municipio
070201,070904,3,nacimiento,municipio
070201,071001,1133,nacimiento,municipio
070201,071002,150,nacimiento,municipio
070201,071003,202,nacimiento,municipio
070201,071004,115,nacimiento,municipio
070201,071005,147,nacimiento,municipio
070201,071101,73,nacimiento,municipio
070201,071102,31,nacimiento,municipio
070201,071103,249,nacimiento,municipio
070201,071104,11,nacimiento,municipio
070201,071105,26,nacimiento,municipio
070201,071106,143,nacimiento,municipio
070201,071201,8,nacimiento,municipio
070201,071301,13,nacimiento,municipio
070201,071302,8,nacimiento,municipio
070201,071401,24,nacimiento,municipio
070201,071402,38,nacimiento,municipio
070201,071403,17,nacimiento,municipio
070201,071501,142,nacimiento,municipio
070201,071502,14,nacimiento,municipio
070201,071503,114,nacimiento,municipio
070201,080101,106,nacimiento,municipio
070201,080102,27,nacimiento,municipio
070201,080201,16,nacimiento,municipio
070201,080202,13,nacimiento,municipio
070201,080301,4,nacimiento,municipio
070201,080302,14,nacimiento,municipio
070201,080303,1,nacimiento,municipio
070201,080304,8,nacimiento,municipio
070201,080401,3,nacimiento,municipio
070201,080402,1,nacimiento,municipio
070201,080501,19,nacimiento,municipio
070201,080601,4,nacimiento,municipio
070201,080602,67,nacimiento,municipio
070201,080701,5,nacimiento,municipio
070201,080702,7,nacimiento,municipio
070201,080703,1,nacimiento,municipio
070201,080801,4,nacimiento,municipio
070201,080802,12,nacimiento,municipio
070201,080803,4,nacimiento,municipio
070201,080901,2,nacimiento,municipio
070201,090101,16,nacimiento,municipio
070201,090102,9,nacimiento,municipio
070201,090104,4,nacimiento,municipio
070201,090201,1,nacimiento,municipio
070201,090203,6,nacimiento,municipio
070201,090301,4,nacimiento,municipio
070201,090302,6,nacimiento,municipio
070201,090303,3,nacimiento,municipio
070201,090401,3,nacimiento,municipio
070201,090402,1,nacimiento,municipio
070201,090501,1,nacimiento,municipio
070201,090503,1,nacimiento,municipio
070202,070101,465,nacimiento,municipio
070202,070102,91,nacimiento,municipio
070202,070103,3,nacimiento,municipio
070202,070104,30,nacimiento,municipio
070202,070105,15,nacimiento,municipio
070202,070201,223,nacimiento,municipio
070202,070502,21,nacimiento,municipio
070202,070603,3,nacimiento,municipio
070202,071001,275,nacimiento,municipio
070299,070101,409,nacimiento,provincia
070299,070102,66,nacimiento,provincia
070299,070103,14,nacimiento,provincia
070299,070104,61,nacimiento,provincia
070299,070105,14,nacimiento,provincia
070299,070201,425,nacimiento,provincia
070299,070502,17,nacimiento,provincia
070299,070603,57,nacimiento,provincia
070299,071001,154,nacimiento,provincia
070301,070101,6177,nacimiento,municipio
070301,070102,753,nacimiento,municipio
070301,070103,98,nacimiento,municipio
070301,070104,421,nacimiento,municipio
070301,070105,74,nacimiento,municipio
070301,070201,748,nacimiento,municipio
070301,070502,327,nacimiento,municipio
070301,070603,27,nacimiento,municipio
070301,071001,223,nacimiento,municipio
070302,070101,1641,nacimiento,municipio
070302,070102,149,nacimiento,municipio
070302,070103,34,nacimiento,municipio
070302,070104,136,nacimiento,municipio
070302,070105,9,nacimiento,municipio
070302,070201,183,nacimiento,municipio
070302,070502,93,nacimiento,municipio
070302,070603,20,nacimiento,municipio
070302,071001,87,nacimiento,municipio
070303,070101,300,nacimiento,municipio
070303,070102,56,nacimiento,municipio
070303,070103,4,nacimiento,municipio
070303,070104,18,nacimiento,municipio
070303,070105,4,nacimiento,municipio
070303,070201,38,nacimiento,municipio
070303,070502,32,nacimiento,municipio
070303,070603,4,nacimiento,municipio
070303,071001,8,nacimiento,municipio
070399,070101,1110,nacimiento,provincia
070399,070102,145,nacimiento,provincia
070399,070103,8,nacimiento,provincia
070399,070104,44,nacimiento,provincia
070399,070105,5,nacimiento,provincia
070399,070201,99,nacimiento,provincia
070399,070502,69,nacimiento,provincia
070399,070603,2,nacimiento,provincia
070399,071001,20,nacimiento,provincia
070401,070101,1312,nacimiento,municipio
070401,070102,105,nacimiento,municipio
070401,070103,71,nacimiento,municipio
070401,070104,120,nacimiento,municipio
070401,070105,31,nacimiento,municipio
070401,070201,305,nacimiento,municipio
070401,070502,37,nacimiento,municipio
070401,070603,6,nacimiento,municipio
070401,071001,359,nacimiento,municipio
070402,070101,1163,nacimiento,municipio
070402,070102,124,nacimiento,municipio
070402,070103,38,nacimiento,municipio
070402,070104,94,nacimiento,municipio
070402,070105,28,nacimiento,municipio
070402,070201,212,nacimiento,municipio
070402,070502,31,nacimiento,municipio
070402,070603,8,nacimiento,municipio
070402,071001,247,nacimiento,municipio
070403,070101,1743,nacimiento,municipio
070403,070102,188,nacimiento,municipio
070403,070103,21,nacimiento,municipio
070403,070104,226,nacimiento,municipio
070403,070105,99,nacimiento,municipio
070403,070201,475,nacimiento,municipio
070403,070502,79,nacimiento,municipio
070403,070603,6,nacimiento,municipio
070403,071001,514,nacimiento,municipio
070404,070101,358,nacimiento,municipio
070404,070102,21,nacimiento,municipio
070404,070103,8,nacimiento,municipio
070404,070104,35,nacimiento,municipio
070404,070105,27,nacimiento,municipio
070404,070201,58,nacimiento,municipio
070404,070502,33,nacimiento,municipio
070404,070603,1,nacimiento,municipio
070404,071001,80,nacimiento,municipio
070499,070101,1733,nacimiento,provincia
070499,070102,144,nacimiento,provincia
070499,070103,38,nacimiento,provincia
070499,070104,151,nacimiento,provincia
070499,070105,30,nacimiento,provincia
070499,070201,372,nacimiento,provincia
070499,070502,29,nacimiento,provincia
070499,070603,2,nacimiento,provincia
070499,071001,322,nacimiento,provincia
070501,070101,3433,nacimiento,municipio
070501,070102,491,nacimiento,municipio
070501,070103,34,nacimiento,municipio
070501,070104,315,nacimiento,municipio
070501,070105,69,nacimiento,municipio
070501,070201,453,nacimiento,municipio
070501,070502,454,nacimiento,municipio
070501,070603,19,nacimiento,municipio
070501,071001,722,nacimiento,municipio
070502,010101,22,nacimiento,municipio
070502,010102,3,nacimiento,municipio
070502,010103,1,nacimiento,municipio
070502,010301,1,nacimiento,municipio
070502,010302,1,nacimiento,municipio
070502,010404,4,nacimiento,municipio
070502,010405,2,nacimiento,municipio
070502,010501,4,nacimiento,municipio
070502,010502,1,nacimiento,municipio
070502,010602,1,nacimiento,municipio
070502,010702,1,nacimiento,municipio
070502,010801,4,nacimiento,municipio
070502,010902,5,nacimiento,municipio
070502,011003,54,nacimiento,municipio
070502,020101,6,nacimiento,municipio
070502,020105,5,nacimiento,municipio
070502,020602,1,nacimiento,municipio
070502,020607,2,nacimiento,municipio
070502,020608,1,nacimiento,municipio
070502,020701,1,nacimiento,municipio
070502,020801,1,nacimiento,municipio
070502,020806,3,nacimiento,municipio
070502,020902,3,nacimiento,municipio
070502,021105,1,nacimiento,municipio
070502,021202,1,nacimiento,municipio
070502,021306,2,nacimiento,municipio
070502,021501,4,nacimiento,municipio
070502,022001,1,nacimiento,municipio
070502,030101,28,nacimiento,municipio
070502,030201,2,nacimiento,municipio
070502,030203,1,nacimiento,municipio
070502,030401,2,nacimiento,municipio
070502,030403,1,nacimiento,municipio
070502,030703,1,nacimiento,municipio
070502,030801,2,nacimiento,municipio
070502,030901,7,nacimiento,municipio
070502,030902,1,nacimiento,municipio
070502,030903,2,nacimiento,municipio
