origen,destino,personas,tipo,nivel
099999,070201,42,nacimiento,departamento
099999,070502,6,nacimiento,departamento
099999,071001,32,nacimiento,departamento
010101,070101,3222,residencia5,municipio
010101,070102,155,residencia5,municipio
010101,070103,42,residencia5,municipio
010101,070104,752,residencia5,municipio
010101,070105,101,residencia5,municipio
010101,070201,213,residencia5,municipio
010101,070502,50,residencia5,municipio
010101,071001,155,residencia5,municipio
010102,070101,37,residencia5,municipio
010102,070103,3,residencia5,municipio
010102,070104,9,residencia5,municipio
010102,070105,10,residencia5,municipio
010102,070201,1,residencia5,municipio
010102,070502,5,residencia5,municipio
010102,071001,1,residencia5,municipio
010103,070101,50,residencia5,municipio
010103,070102,3,residencia5,municipio
010103,070104,18,residencia5,municipio
010103,070105,2,residencia5,municipio
010103,070201,9,residencia5,municipio
010103,071001,1,residencia5,municipio
010199,070101,476,residencia5,provincia
010199,070102,13,residencia5,provincia
010199,070103,6,residencia5,provincia
010199,070104,81,residencia5,provincia
010199,070105,13,residencia5,provincia
010199,070201,27,residencia5,provincia
010199,070502,3,residencia5,provincia
010199,071001,15,residencia5,provincia
010201,070101,113,residencia5,municipio
010201,070102,9,residencia5,municipio
010201,070103,5,residencia5,municipio
010201,070104,36,residencia5,municipio
010201,070105,30,residencia5,municipio
010201,070201,7,residencia5,municipio
010201,071001,19,residencia5,municipio
010202,070101,84,residencia5,municipio
010202,070102,2,residencia5,municipio
010202,070103,1,residencia5,municipio
010202,070104,25,residencia5,municipio
010202,070105,2,residencia5,municipio
010202,070201,6,residencia5,municipio
010202,070502,1,residencia5,municipio
010202,071001,15,residencia5,municipio
010299,070101,7,residencia5,provincia
010299,070104,5,residencia5,provincia
010299,070105,5,residencia5,provincia
010299,070502,1,residencia5,provincia
010299,071001,1,residencia5,provincia
010301,070101,90,residencia5,municipio
010301,070102,4,residencia5,municipio
010301,070103,1,residencia5,municipio
010301,070104,11,residencia5,municipio
010301,070105,9,residencia5,municipio
010301,070201,11,residencia5,municipio
010301,070502,1,residencia5,municipio
010301,071001,16,residencia5,municipio
010302,070101,39,residencia5,municipio
010302,070102,3,residencia5,municipio
010302,070104,17,residencia5,municipio
010302,070105,3,residencia5,municipio
010302,070201,21,residencia5,municipio
010302,070502,1,residencia5,municipio
010302,071001,3,residencia5,municipio
010303,070101,48,residencia5,municipio
010303,070102,10,residencia5,municipio
010303,070104,53,residencia5,municipio
010303,070105,2,residencia5,municipio
010303,070201,9,residencia5,municipio
010303,070502,1,residencia5,municipio
010303,071001,3,residencia5,municipio
010304,070101,41,residencia5,municipio
010304,070102,5,residencia5,municipio
010304,070103,1,residencia5,municipio
010304,070104,19,residencia5,municipio
010304,070105,5,residencia5,municipio
010304,070201,10,residencia5,municipio
010304,071001,4,residencia5,municipio
010399,070101,6,residencia5,provincia
010399,070105,1,residencia5,provincia
010399,071001,1,residencia5,provincia
010401,070101,159,residencia5,municipio
010401,070102,2,residencia5,municipio
010401,070104,82,residencia5,municipio
010401,070105,18,residencia5,municipio
010401,070201,21,residencia5,municipio
010401,070502,22,residencia5,municipio
010401,071001,2,residencia5,municipio
010402,070101,133,residencia5,municipio
010402,070102,6,residencia5,municipio
010402,070104,49,residencia5,municipio
010402,070105,6,residencia5,municipio
010402,070201,7,residencia5,municipio
010402,070502,3,residencia5,municipio
010402,071001,2,residencia5,municipio
010403,070101,48,residencia5,municipio
010403,070102,2,residencia5,municipio
010403,070104,48,residencia5,municipio
010403,070105,1,residencia5,municipio
010403,070201,13,residencia5,municipio
010403,071001,6,residencia5,municipio
010404,070101,24,residencia5,municipio
010404,070102,1,residencia5,municipio
010404,070104,6,residencia5,municipio
010404,070105,1,residencia5,municipio
010404,070201,5,residencia5,municipio
010404,070502,2,residencia5,municipio
010405,070101,20,residencia5,municipio
010405,070102,14,residencia5,municipio
010405,070104,6,residencia5,municipio
010405,070201,4,residencia5,municipio
010499,070101,4,residencia5,provincia
010499,070104,2,residencia5,provincia
010499,070201,1,residencia5,provincia
010499,071001,1,residencia5,provincia
010501,070101,668,residencia5,municipio
010501,070102,28,residencia5,municipio
010501,070103,8,residencia5,municipio
010501,070104,131,residencia5,municipio
010501,070105,26,residencia5,municipio
010501,070201,42,residencia5,municipio
010501,070502,29,residencia5,municipio
010501,071001,22,residencia5,municipio
010502,070101,111,residencia5,municipio
010502,070102,7,residencia5,municipio
010502,070103,7,residencia5,municipio
010502,070104,18,residencia5,municipio
010502,070105,3,residencia5,municipio
010502,070201,4,residencia5,municipio
010502,070502,2,residencia5,municipio
010502,071001,4,residencia5,municipio
010599,070101,72,residencia5,provincia
010599,070102,2,residencia5,provincia
010599,070104,4,residencia5,provincia
010599,070201,3,residencia5,provincia
010599,070502,1,residencia5,provincia
010599,071001,2,residencia5,provincia
010601,070101,208,residencia5,municipio
010601,070102,33,residencia5,municipio
010601,070104,92,residencia5,municipio
010601,070105,14,residencia5,municipio
010601,070201,39,residencia5,municipio
010601,070502,4,residencia5,municipio
010601,070603,1,residencia5,municipio
010601,071001,12,residencia5,municipio
010602,070101,86,residencia5,municipio
010602,070102,11,residencia5,municipio
010602,070104,42,residencia5,municipio
010602,070105,8,residencia5,municipio
010602,070201,16,residencia5,municipio
010602,070502,3,residencia5,municipio
010602,071001,3,residencia5,municipio
010699,070104,1,residencia5,provincia
010699,070201,1,residencia5,provincia
010699,071001,1,residencia5,provincia
010701,070101,75,residencia5,municipio
010701,070102,3,residencia5,municipio
010701,070103,1,residencia5,municipio
010701,070104,23,residencia5,municipio
010701,070105,2,residencia5,municipio
010701,070201,14,residencia5,municipio
010701,070502,3,residencia5,municipio
010701,071001,13,residencia5,municipio
010702,070101,82,residencia5,municipio
010702,070102,21,residencia5,municipio
010702,070104,19,residencia5,municipio
010702,070105,9,residencia5,municipio
010702,070201,14,residencia5,municipio
010702,070502,1,residencia5,municipio
010702,070603,2,residencia5,municipio
010702,071001,4,residencia5,municipio
010703,070101,25,residencia5,municipio
010703,070102,1,residencia5,municipio
010703,070104,5,residencia5,municipio
010703,070105,3,residencia5,municipio
010703,070201,1,residencia5,municipio
010704,070101,17,residencia5,municipio
010704,070102,4,residencia5,municipio
010704,070104,2,residencia5,municipio
010704,070105,2,residencia5,municipio
010704,070201,3,residencia5,municipio
010704,071001,2,residencia5,municipio
010799,070101,15,residencia5,provincia
010799,070102,2,residencia5,provincia
010799,070105,4,residencia5,provincia
010799,070201,6,residencia5,provincia
010799,071001,4,residencia5,provincia
010801,070101,159,residencia5,municipio
010801,070102,7,residencia5,municipio
010801,070103,1,residencia5,municipio
010801,070104,62,residencia5,municipio
010801,070105,55,residencia5,municipio
010801,070201,8,residencia5,municipio
010801,070502,3,residencia5,municipio
010801,071001,2,residencia5,municipio
010901,070101,6,residencia5,municipio
010902,070101,25,residencia5,municipio
010902,070102,1,residencia5,municipio
010902,070103,2,residencia5,municipio
010902,070104,2,residencia5,municipio
010902,070201,4,residencia5,municipio
010902,070502,5,residencia5,municipio
010902,071001,7,residencia5,municipio
010903,070101,2,residencia5,municipio
010903,070201,3,residencia5,municipio
010903,071001,1,residencia5,municipio
010999,070101,6,residencia5,provincia
010999,070104,3,residencia5,provincia
010999,071001,1,residencia5,provincia
011001,070101,133,residencia5,municipio
011001,070102,9,residencia5,municipio
011001,070104,16,residencia5,municipio
011001,070201,9,residencia5,municipio
011001,070502,7,residencia5,municipio
011001,070603,1,residencia5,municipio
011001,071001,2,residencia5,municipio
011002,070101,17,residencia5,municipio
011002,070102,2,residencia5,municipio
011002,070104,2,residencia5,municipio
011002,070201,5,residencia5,municipio
011003,070101,102,residencia5,municipio
011003,070102,9,residencia5,municipio
011003,070104,15,residencia5,municipio
011003,070105,3,residencia5,municipio
011003,070201,6,residencia5,municipio
011003,070502,9,residencia5,municipio
011003,071001,2,residencia5,municipio
011099,070101,59,residencia5,provincia
011099,070102,7,residencia5,provincia
011099,070104,13,residencia5,provincia
011099,070105,2,residencia5,provincia
011099,071001,1,residencia5,provincia
019999,070101,2967,residencia5,departamento
019999,070102,207,residencia5,departamento
019999,070103,39,residencia5,departamento
019999,070104,435,residencia5,departamento
019999,070105,94,residencia5,departamento
019999,070201,211,residencia5,departamento
019999,070502,41,residencia5,departamento
019999,070603,4,residencia5,departamento
019999,071001,119,residencia5,departamento
020101,070101,4970,residencia5,municipio
020101,070102,101,residencia5,municipio
020101,070103,335,residencia5,municipio
020101,070104,162,residencia5,municipio
020101,070105,23,residencia5,municipio
020101,070201,224,residencia5,municipio
020101,070502,8,residencia5,municipio
020101,070603,2,residencia5,municipio
020101,071001,78,residencia5,municipio
020102,070101,12,residencia5,municipio
020102,070102,2,residencia5,municipio
020102,070105,1,residencia5,municipio
020102,071001,1,residencia5,municipio
020103,070101,15,residencia5,municipio
020103,070102,4,residencia5,municipio
020103,070201,1,residencia5,municipio
020104,070101,24,residencia5,municipio
020104,070102,1,residencia5,municipio
020104,070104,3,residencia5,municipio
020104,070201,9,residencia5,municipio
020105,070101,1350,residencia5,municipio
020105,070102,62,residencia5,municipio
020105,070103,7,residencia5,municipio
020105,070104,122,residencia5,municipio
020105,070105,13,residencia5,municipio
020105,070201,229,residencia5,municipio
020105,070502,2,residencia5,municipio
020105,071001,61,residencia5,municipio
020199,070101,3044,residencia5,provincia
020199,070102,61,residencia5,provincia
020199,070103,79,residencia5,provincia
020199,070104,111,residencia5,provincia
020199,070105,8,residencia5,provincia
020199,070201,204,residencia5,provincia
020199,070502,5,residencia5,provincia
020199,071001,61,residencia5,provincia
020201,070101,22,residencia5,municipio
020201,070104,2,residencia5,municipio
020201,070105,1,residencia5,municipio
020201,070201,8,residencia5,municipio
020201,070502,1,residencia5,municipio
020201,071001,2,residencia5,municipio
020202,070101,3,residencia5,municipio
020202,070104,1,residencia5,municipio
020202,070502,1,residencia5,municipio
020203,070101,3,residencia5,municipio
020204,070101,3,residencia5,municipio
020204,070102,4,residencia5,municipio
020204,070201,2,residencia5,municipio
020204,071001,1,residencia5,municipio
020205,070101,2,residencia5,municipio
020206,070101,1,residencia5,municipio
020206,070201,2,residencia5,municipio
020299,070101,40,residencia5,provincia
020299,070103,1,residencia5,provincia
020299,070201,3,residencia5,provincia
020299,071001,2,residencia5,provincia
020301,070101,4,residencia5,municipio
020301,070104,1,residencia5,municipio
020302,070101,2,residencia5,municipio
020302,070201,1,residencia5,municipio
020303,070101,6,residencia5,municipio
020303,070103,1,residencia5,municipio
020303,070104,1,residencia5,municipio
020304,070101,1,residencia5,municipio
020306,070104,3,residencia5,municipio
020306,070201,1,residencia5,municipio
020306,070502,1,residencia5,municipio
020308,070101,4,residencia5,municipio
020308,070102,1,residencia5,municipio
020308,070104,1,residencia5,municipio
020308,071001,1,residencia5,municipio
020399,070101,28,residencia5,provincia
020399,070102,1,residencia5,provincia
020399,070201,1,residencia5,provincia
020399,071001,1,residencia5,provincia
020401,070101,10,residencia5,municipio
020401,070201,1,residencia5,municipio
020401,071001,1,residencia5,municipio
020402,070101,8,residencia5,municipio
020402,070105,1,residencia5,municipio
020402,070201,1,residencia5,municipio
020403,070101,4,residencia5,municipio
020403,071001,1,residencia5,municipio
020405,070101,1,residencia5,municipio
020405,070201,2,residencia5,municipio
020499,070101,14,residencia5,provincia
020499,070502,1,residencia5,provincia
020499,071001,1,residencia5,provincia
020501,070101,4,residencia5,municipio
020502,070101,1,residencia5,municipio
020502,070201,3,residencia5,municipio
020503,070101,2,residencia5,municipio
020599,070101,10,residencia5,provincia
020599,070104,1,residencia5,provincia
020601,070101,16,residencia5,municipio
020601,070102,1,residencia5,municipio
020601,070104,1,residencia5,municipio
020601,070105,1,residencia5,municipio
020601,070201,2,residencia5,municipio
020601,070502,2,residencia5,municipio
020601,071001,2,residencia5,municipio
020602,070101,31,residencia5,municipio
020602,070102,3,residencia5,municipio
020602,070104,1,residencia5,municipio
020602,070105,1,residencia5,municipio
020602,070201,2,residencia5,municipio
020602,071001,1,residencia5,municipio
020603,070101,14,residencia5,municipio
020603,070103,1,residencia5,municipio
020603,070201,3,residencia5,municipio
020604,070102,1,residencia5,municipio
020605,070101,1,residencia5,municipio
020605,070201,1,residencia5,municipio
020606,070101,20,residencia5,municipio
020606,070104,1,residencia5,municipio
020606,070201,2,residencia5,municipio
020606,071001,2,residencia5,municipio
020607,070101,23,residencia5,municipio
020607,070102,1,residencia5,municipio
020607,070104,1,residencia5,municipio
020607,070201,5,residencia5,municipio
020607,071001,2,residencia5,municipio
020608,070101,32,residencia5,municipio
020608,070102,2,residencia5,municipio
020608,070103,1,residencia5,municipio
020608,070104,4,residencia5,municipio
020608,070105,1,residencia5,municipio
020608,070201,3,residencia5,municipio
020608,071001,4,residencia5,municipio
020699,070101,44,residencia5,provincia
020699,070102,1,residencia5,provincia
020699,070104,1,residencia5,provincia
020699,070201,4,residencia5,provincia
020699,071001,1,residencia5,provincia
020701,070101,51,residencia5,municipio
020701,070104,1,residencia5,municipio
020701,070105,1,residencia5,municipio
020701,070201,14,residencia5,municipio
020701,071001,6,residencia5,municipio
020702,070104,1,residencia5,municipio
020799,070101,15,residencia5,provincia
020799,070103,1,residencia5,provincia
020799,070201,3,residencia5,provincia
020799,070502,1,residencia5,provincia
020799,071001,1,residencia5,provincia
020801,070101,73,residencia5,municipio
020801,070102,5,residencia5,municipio
020801,070104,9,residencia5,municipio
020801,070201,29,residencia5,municipio
020801,070603,1,residencia5,municipio
020801,071001,2,residencia5,municipio
020802,070101,2,residencia5,municipio
020802,070201,1,residencia5,municipio
020803,070101,6,residencia5,municipio
020803,070103,1,residencia5,municipio
020803,070104,1,residencia5,municipio
020804,070101,2,residencia5,municipio
020804,070201,3,residencia5,municipio
020806,070101,6,residencia5,municipio
020806,070102,1,residencia5,municipio
020806,070201,2,residencia5,municipio
020807,070101,1,residencia5,municipio
020899,070101,32,residencia5,provincia
020899,070104,2,residencia5,provincia
020899,070201,3,residencia5,provincia
020899,070502,2,residencia5,provincia
020899,070603,1,residencia5,provincia
020899,071001,2,residencia5,provincia
020901,070101,12,residencia5,municipio
020901,070102,2,residencia5,municipio
020901,070104,2,residencia5,municipio
020902,070101,27,residencia5,municipio
020902,070102,2,residencia5,municipio
020902,070103,2,residencia5,municipio
020902,070201,1,residencia5,municipio
020903,070101,1,residencia5,municipio
020903,070104,3,residencia5,municipio
020903,070201,3,residencia5,municipio
020903,071001,1,residencia5,municipio
020904,070101,2,residencia5,municipio
020904,070105,1,residencia5,municipio
020905,070101,44,residencia5,municipio
020905,070104,1,residencia5,municipio
020905,070201,3,residencia5,municipio
020999,070101,22,residencia5,provincia
021001,070101,48,residencia5,municipio
021001,070102,2,residencia5,municipio
021001,070104,2,residencia5,municipio
021001,070201,3,residencia5,municipio
021001,071001,2,residencia5,municipio
021002,070101,13,residencia5,municipio
021002,070201,1,residencia5,municipio
021002,071001,1,residencia5,municipio
021003,070101,19,residencia5,municipio
021003,070102,1,residencia5,municipio
021003,070104,1,residencia5,municipio
021003,070502,1,residencia5,municipio
021003,071001,2,residencia5,municipio
021004,070101,8,residencia5,municipio
021005,070101,7,residencia5,municipio
021005,070104,2,residencia5,municipio
021005,070201,2,residencia5,municipio
021006,070101,11,residencia5,municipio
021006,070201,2,residencia5,municipio
021099,070101,8,residencia5,provincia
021099,071001,1,residencia5,provincia
021101,070101,98,residencia5,municipio
021101,070102,11,residencia5,municipio
021101,070103,1,residencia5,municipio
021101,070104,4,residencia5,municipio
021101,070105,2,residencia5,municipio
021101,070201,4,residencia5,municipio
021101,070502,5,residencia5,municipio
021101,071001,1,residencia5,municipio
021102,070101,16,residencia5,municipio
021102,070103,1,residencia5,municipio
021102,070104,2,residencia5,municipio
021102,070201,3,residencia5,municipio
021103,070101,11,residencia5,municipio
021104,070101,26,residencia5,municipio
021104,070102,2,residencia5,municipio
021104,070104,2,residencia5,municipio
021104,070105,1,residencia5,municipio
021104,070201,6,residencia5,municipio
021104,071001,7,residencia5,municipio
021105,070101,16,residencia5,municipio
021105,070102,3,residencia5,municipio
021105,070104,8,residencia5,municipio
021105,070105,2,residencia5,municipio
021105,070201,5,residencia5,municipio
021105,070502,2,residencia5,municipio
021105,071001,4,residencia5,municipio
021199,070101,35,residencia5,provincia
021199,070102,2,residencia5,provincia
021199,070104,3,residencia5,provincia
021199,070201,5,residencia5,provincia
021199,071001,2,residencia5,provincia
021201,070101,4,residencia5,municipio
021201,070102,1,residencia5,municipio
021201,070105,1,residencia5,municipio
021201,070201,3,residencia5,municipio
021201,071001,3,residencia5,municipio
021202,070101,2,residencia5,municipio
021202,070104,2,residencia5,municipio
021202,070201,5,residencia5,municipio
021203,070101,2,residencia5,municipio
021203,070104,2,residencia5,municipio
021203,070201,3,residencia5,municipio
021204,070101,1,residencia5,municipio
021204,070502,1,residencia5,municipio
021299,070101,27,residencia5,provincia
021299,070102,1,residencia5,provincia
021299,070104,3,residencia5,provincia
021299,070105,1,residencia5,provincia
021299,070201,4,residencia5,provincia
021299,071001,6,residencia5,provincia
021301,070101,21,residencia5,municipio
021301,070104,2,residencia5,municipio
021301,070105,2,residencia5,municipio
021301,070201,5,residencia5,municipio
021301,070502,1,residencia5,municipio
021301,071001,1,residencia5,municipio
021302,070101,12,residencia5,municipio
021302,070102,2,residencia5,municipio
021302,070104,1,residencia5,municipio
021302,070201,5,residencia5,municipio
021302,071001,3,residencia5,municipio
021303,070101,4,residencia5,municipio
021303,071001,1,residencia5,municipio
021304,070101,7,residencia5,municipio
021304,070104,1,residencia5,municipio
021304,070201,4,residencia5,municipio
021305,070101,40,residencia5,municipio
021305,070104,11,residencia5,municipio
021305,070201,10,residencia5,municipio
021305,071001,4,residencia5,municipio
021306,070101,5,residencia5,municipio
021306,070102,1,residencia5,municipio
021306,070201,2,residencia5,municipio
021307,070101,1,residencia5,municipio
021399,070101,34,residencia5,provincia
021399,070104,4,residencia5,provincia
021399,070201,4,residencia5,provincia
021399,071001,5,residencia5,provincia
021401,070101,41,residencia5,municipio
021401,070102,2,residencia5,municipio
021401,070103,2,residencia5,municipio
021401,070201,1,residencia5,municipio
021401,071001,6,residencia5,municipio
021402,070101,36,residencia5,municipio
021402,070102,7,residencia5,municipio
021402,070104,1,residencia5,municipio
021402,070105,3,residencia5,municipio
021402,070201,4,residencia5,municipio
021402,071001,2,residencia5,municipio
021499,070101,11,residencia5,provincia
021499,070102,3,residencia5,provincia
021499,070201,3,residencia5,provincia
021501,070101,34,residencia5,municipio
021501,070102,8,residencia5,municipio
021501,070104,1,residencia5,municipio
021501,070201,10,residencia5,municipio
021501,070502,4,residencia5,municipio
021502,070101,51,residencia5,municipio
021502,070102,3,residencia5,municipio
021502,070104,2,residencia5,municipio
021502,070201,8,residencia5,municipio
021502,071001,10,residencia5,municipio
021599,070101,3,residencia5,provincia
021599,070201,2,residencia5,provincia
021601,070101,2,residencia5,municipio
021602,070101,1,residencia5,municipio
021699,070101,2,residencia5,provincia
021699,070102,2,residencia5,provincia
021701,070101,43,residencia5,municipio
021701,070104,1,residencia5,municipio
021701,070201,4,residencia5,municipio
021701,071001,1,residencia5,municipio
021702,070101,6,residencia5,municipio
021702,070201,1,residencia5,municipio
021703,070101,4,residencia5,municipio
021703,070102,1,residencia5,municipio
021703,070201,2,residencia5,municipio
021799,070101,7,residencia5,provincia
021799,070201,6,residencia5,provincia
021801,070101,1,residencia5,municipio
021801,070104,1,residencia5,municipio
021801,070201,1,residencia5,municipio
021802,070101,4,residencia5,municipio
021803,070101,2,residencia5,municipio
021803,070102,1,residencia5,municipio
021899,070101,8,residencia5,provincia
021899,070104,2,residencia5,provincia
021901,070101,6,residencia5,municipio
021901,070102,2,residencia5,municipio
021901,070103,3,residencia5,municipio
021901,070201,1,residencia5,municipio
022001,070101,90,residencia5,municipio
022001,070102,13,residencia5,municipio
022001,070103,1,residencia5,municipio
022001,070104,10,residencia5,municipio
022001,070105,24,residencia5,municipio
022001,070201,21,residencia5,municipio
022001,070502,1,residencia5,municipio
022001,071001,10,residencia5,municipio
022002,070101,19,residencia5,municipio
022002,070102,2,residencia5,municipio
022002,070104,1,residencia5,municipio
022002,070502,2,residencia5,municipio
022002,071001,1,residencia5,municipio
022099,070101,3,residencia5,provincia
022099,070102,2,residencia5,provincia
022099,070201,1,residencia5,provincia
022099,071001,1,residencia5,provincia
029999,070101,3694,residencia5,departamento
029999,070102,129,residencia5,departamento
029999,070103,73,residencia5,departamento
029999,070104,160,residencia5,departamento
029999,070105,22,residencia5,departamento
029999,070201,270,residencia5,departamento
029999,070502,17,residencia5,departamento
029999,071001,99,residencia5,departamento
030101,070101,5225,residencia5,municipio
030101,070102,183,residencia5,municipio
030101,070103,136,residencia5,municipio
030101,070104,307,residencia5,municipio
030101,070105,51,residencia5,municipio
030101,070201,471,residencia5,municipio
030101,070502,37,residencia5,municipio
030101,070603,5,residencia5,municipio
030101,071001,266,residencia5,municipio
030201,070101,226,residencia5,municipio
030201,070102,11,residencia5,municipio
030201,070103,2,residencia5,municipio
030201,070104,55,residencia5,municipio
030201,070105,18,residencia5,municipio
030201,070201,40,residencia5,municipio
030201,070502,6,residencia5,municipio
030201,071001,18,residencia5,municipio
030202,070101,33,residencia5,municipio
030202,070102,2,residencia5,municipio
030202,070104,12,residencia5,municipio
030202,070105,2,residencia5,municipio
030202,071001,1,residencia5,municipio
030203,070101,30,residencia5,municipio
030203,070102,1,residencia5,municipio
030203,070104,8,residencia5,municipio
030203,070105,10,residencia5,municipio
030203,070201,3,residencia5,municipio
030203,071001,3,residencia5,municipio
030299,070101,44,residencia5,provincia
030299,070102,2,residencia5,provincia
030299,070104,7,residencia5,provincia
030299,070105,2,residencia5,provincia
030299,070502,1,residencia5,provincia
030299,071001,6,residencia5,provincia
030301,070101,20,residencia5,municipio
030301,070102,3,residencia5,municipio
030301,070104,5,residencia5,municipio
030301,070105,1,residencia5,municipio
030301,070201,10,residencia5,municipio
030301,071001,4,residencia5,municipio
030302,070101,12,residencia5,municipio
030302,070102,1,residencia5,municipio
030302,070104,1,residencia5,municipio
030302,070105,2,residencia5,municipio
030302,070201,1,residencia5,municipio
030302,071001,2,residencia5,municipio
030303,070101,20,residencia5,municipio
030303,070102,1,residencia5,municipio
030303,070104,1,residencia5,municipio
030303,070201,7,residencia5,municipio
030303,071001,2,residencia5,municipio
030399,070101,4,residencia5,provincia
030399,070201,1,residencia5,provincia
030399,071001,1,residencia5,provincia
030401,070101,37,residencia5,municipio
030401,070102,1,residencia5,municipio
030401,070103,3,residencia5,municipio
030401,070104,3,residencia5,municipio
030401,070105,2,residencia5,municipio
030401,070201,12,residencia5,municipio
030401,070502,1,residencia5,municipio
030401,070603,1,residencia5,municipio
030401,071001,5,residencia5,municipio
030402,070101,5,residencia5,municipio
030402,070104,1,residencia5,municipio
030402,070201,3,residencia5,municipio
030402,071001,7,residencia5,municipio
030403,070101,9,residencia5,municipio
030403,070102,7,residencia5,municipio
030403,070105,1,residencia5,municipio
030403,070201,2,residencia5,municipio
030403,070502,1,residencia5,municipio
030403,071001,5,residencia5,municipio
030404,070101,7,residencia5,municipio
030404,070201,6,residencia5,municipio
030499,070101,13,residencia5,provincia
030499,070103,1,residencia5,provincia
030499,070104,1,residencia5,provincia
030499,070105,3,residencia5,provincia
030499,070201,5,residencia5,provincia
030499,071001,2,residencia5,provincia
030501,070101,97,residencia5,municipio
030501,070102,2,residencia5,municipio
030501,070104,16,residencia5,municipio
030501,070105,12,residencia5,municipio
030501,070201,12,residencia5,municipio
030501,070502,1,residencia5,municipio
030501,071001,8,residencia5,municipio
030502,070101,6,residencia5,municipio
030502,070102,2,residencia5,municipio
030502,070104,14,residencia5,municipio
030502,070201,2,residencia5,municipio
030502,071001,1,residencia5,municipio
030599,070101,1,residencia5,provincia
030599,070201,1,residencia5,provincia
030601,070101,13,residencia5,municipio
030601,070104,1,residencia5,municipio
030601,070201,1,residencia5,municipio
030601,071001,1,residencia5,municipio
030602,070101,7,residencia5,municipio
030602,070104,1,residencia5,municipio
030602,070201,4,residencia5,municipio
030699,070101,1,residencia5,provincia
030699,070201,1,residencia5,provincia
030701,070101,74,residencia5,municipio
030701,070102,10,residencia5,municipio
030701,070103,3,residencia5,municipio
030701,070104,10,residencia5,municipio
030701,070105,3,residencia5,municipio
030701,070201,22,residencia5,municipio
030701,071001,14,residencia5,municipio
030702,070101,19,residencia5,municipio
030702,070102,3,residencia5,municipio
030702,070201,2,residencia5,municipio
030702,071001,3,residencia5,municipio
030703,070101,11,residencia5,municipio
030703,070102,1,residencia5,municipio
030703,070201,1,residencia5,municipio
030703,071001,2,residencia5,municipio
030799,070101,3,residencia5,provincia
030799,071001,1,residencia5,provincia
030801,070101,100,residencia5,municipio
030801,070103,2,residencia5,municipio
030801,070104,13,residencia5,municipio
030801,070201,17,residencia5,municipio
030801,070502,2,residencia5,municipio
030801,071001,25,residencia5,municipio
030802,070101,22,residencia5,municipio
030802,070104,8,residencia5,municipio
030802,071001,9,residencia5,municipio
030803,070101,13,residencia5,municipio
030803,070104,3,residencia5,municipio
030803,070201,1,residencia5,municipio
030803,071001,2,residencia5,municipio
030899,070101,12,residencia5,provincia
030899,070102,1,residencia5,provincia
030899,070104,1,residencia5,provincia
030899,070201,2,residencia5,provincia
030899,071001,7,residencia5,provincia
030901,070101,723,residencia5,municipio
030901,070102,30,residencia5,municipio
030901,070103,3,residencia5,municipio
030901,070104,73,residencia5,municipio
030901,070105,28,residencia5,municipio
030901,070201,193,residencia5,municipio
030901,070502,7,residencia5,municipio
030901,071001,75,residencia5,municipio
030902,070101,108,residencia5,municipio
030902,070102,7,residencia5,municipio
030902,070104,12,residencia5,municipio
030902,070105,1,residencia5,municipio
030902,070201,37,residencia5,municipio
030902,070502,2,residencia5,municipio
030902,071001,13,residencia5,municipio
030903,070101,152,residencia5,municipio
030903,070102,11,residencia5,municipio
030903,070103,6,residencia5,municipio
030903,070104,13,residencia5,municipio
030903,070105,29,residencia5,municipio
030903,070201,33,residencia5,municipio
030903,070502,3,residencia5,municipio
030903,071001,14,residencia5,municipio
030904,070101,175,residencia5,municipio
030904,070102,18,residencia5,municipio
030904,070104,17,residencia5,municipio
030904,070105,4,residencia5,municipio
030904,070201,36,residencia5,municipio
030904,071001,31,residencia5,municipio
030905,070101,145,residencia5,municipio
030905,070102,4,residencia5,municipio
030905,070103,5,residencia5,municipio
030905,070104,7,residencia5,municipio
030905,070201,18,residencia5,municipio
030905,070502,1,residencia5,municipio
030905,071001,6,residencia5,municipio
030999,070101,23,residencia5,provincia
030999,070102,1,residencia5,provincia
030999,070105,1,residencia5,provincia
030999,070201,7,residencia5,provincia
030999,071001,7,residencia5,provincia
031001,070101,655,residencia5,municipio
031001,070102,45,residencia5,municipio
031001,070103,6,residencia5,municipio
031001,070104,69,residencia5,municipio
031001,070105,9,residencia5,municipio
031001,070201,168,residencia5,municipio
031001,070502,11,residencia5,municipio
031001,071001,92,residencia5,municipio
031002,070101,46,residencia5,municipio
031002,070102,18,residencia5,municipio
031002,070104,9,residencia5,municipio
031002,070201,21,residencia5,municipio
031002,071001,9,residencia5,municipio
031003,070101,144,residencia5,municipio
031003,070102,14,residencia5,municipio
031003,070103,3,residencia5,municipio
031003,070104,19,residencia5,municipio
031003,070105,7,residencia5,municipio
031003,070201,22,residencia5,municipio
031003,070502,6,residencia5,municipio
031003,071001,27,residencia5,municipio
031099,070101,207,residencia5,provincia
031099,070102,13,residencia5,provincia
031099,070104,18,residencia5,provincia
031099,070105,8,residencia5,provincia
031099,070201,36,residencia5,provincia
031099,070502,5,residencia5,provincia
031099,071001,27,residencia5,provincia
031101,070101,22,residencia5,municipio
031101,070102,4,residencia5,municipio
031101,070104,4,residencia5,municipio
031101,070201,11,residencia5,municipio
031101,070502,7,residencia5,municipio
031101,071001,1,residencia5,municipio
