cod_ine,emigrantes,edad_prom_emigracion,pct_emi_argentina,_den_pct_emi_argentina,pct_emi_brasil,_den_pct_emi_brasil,pct_emi_chile,_den_pct_emi_chile,pct_emi_espana,_den_pct_emi_espana,pct_emi_eeuu,_den_pct_emi_eeuu,_den_edad_prom_emigracion,fallecidos,edad_prom_fallecimiento,pct_muertes_covid,_den_pct_muertes_covid,_den_edad_prom_fallecimiento,fallecidos_2023,emigrantes_x1000,tasa_mortalidad
070101,40752,28.53797107459437,10.446113074204947,40752,10.026501766784452,40752,44.63584609344327,40752,15.471633294071456,40752,8.173831959167648,40752,40752,33777,60.68729441421501,18.633981703526068,33777,33777,7163,25.29637202650309,4.446356321796271
070102,2609,26.511627906976745,13.645074741280183,2609,13.070141816788041,2609,59.524722115753164,2609,6.707550785741663,2609,2.0697585281717132,2609,2609,1740,55.05051112447384,14.195402298850574,1740,1740,437,24.47398290854854,4.099321782689042
070103,734,25.00713266761769,11.852861035422343,734,10.899182561307901,734,20.980926430517712,734,14.032697547683924,734,20.572207084468666,734,734,423,62.27654320987654,13.002364066193854,423,423,110,31.73916803597682,4.756551068061921
070104,4074,27.373381667529777,11.119293078055964,4074,9.474717722140403,4074,56.529209621993125,4074,11.929307805596466,4074,4.786450662739322,4074,4074,2545,57.775967413441954,14.577603143418468,2545,2545,625,27.578083749644613,4.2308056807874035
070105,2856,26.73568281938326,8.57843137254902,2856,4.936974789915967,2856,68.69747899159664,2856,10.084033613445378,2856,4.201680672268908,2856,2856,1346,60.14,12.852897473997029,1346,1346,311,51.277447618363645,5.583783686733576
070201,4254,27.293120638085743,12.787964268923366,4254,9.94358251057828,4254,58.0394922425952,4254,9.755524212505877,4254,3.149976492712741,4254,4254,2878,56.02921024161558,13.029881862404448,2878,2878,649,28.12599174865122,4.290965830953136
070502,445,25.837647058823528,12.808988764044944,445,16.629213483146067,445,45.61797752808989,445,4.943820224719101,445,3.3707865168539324,445,445,766,49.89655172413793,12.140992167101828,766,766,201,8.165886778603541,3.6884117808973302
070603,150,26.110294117647058,15.333333333333334,150,4.666666666666667,150,60.666666666666664,150,7.333333333333333,150,5.333333333333333,150,150,145,60.82517482517483,13.10344827586207,145,145,30,24.9708673214583,4.994173464291659
071001,4464,27.29392212725546,12.544802867383513,4464,6.630824372759856,4464,60.685483870967744,4464,10.909498207885305,4464,4.39068100358423,4464,4464,3051,58.90797962648557,15.208128482464765,3051,3051,620,35.18118626168371,4.886275869678294
